cmpcode,docnum,yr,period,doccode,adddate
FDN,104951,2025,9,APC,2025-03-12
FDN,104952,2025,11,API,2025-05-11
FDN,104953,2024,8,API,2024-02-19
FDN,104954,2025,10,API,2025-04-02
FDN,104955,2025,2,API,2024-08-03
FDN,104956,2024,5,API,2023-11-24
FDN,104957,2024,7,APC,2024-01-23
FDN,104958,2025,2,API,2024-08-18
FDN,104959,2024,9,API,2024-03-02
FDN,104960,2024,11,APC,2024-05-25
MSO,105567,2026,5,API,2025-11-19
MSO,105568,2025,7,API,2025-01-16
MSO,105569,2025,9,API,2025-03-02
MSO,105570,2026,4,APC,2025-10-25
FDN,104961,2025,5,APC,2024-11-11
FDN,104962,2026,3,API,2025-09-26
FDN,104963,2024,8,API,2024-02-26
FDN,104964,2025,9,API,2025-03-17
FDN,104965,2025,5,API,2024-11-22
FDN,104966,2024,9,API,2024-03-01
FDN,104967,2024,10,API,2024-04-04
MSO,105571,2026,3,API,2025-09-20
MSO,105572,2026,4,APC,2025-10-01
MSO,105573,2024,3,APC,2023-09-27
FDN,104968,2025,12,API,2025-06-24
FDN,104969,2025,7,API,2025-01-19
FDN,104970,2025,11,API,2025-05-14
FDN,104971,2024,9,API,2024-03-29
FDN,104972,2026,2,API,2025-08-25
FDN,104973,2026,1,API,2025-07-19
FDN,104974,2025,9,APC,2025-03-19
FDN,104975,2024,5,API,2023-11-16
FDN,104976,2025,10,APC,2025-04-07
FDN,104977,2025,9,API,2025-03-11
FDN,104978,2026,2,API,2025-08-14
FDN,104979,2025,7,API,2025-01-02
FDN,104980,2025,3,API,2024-09-02
FDN,104981,2024,3,API,2023-09-09
MSO,105574,2026,2,API,2025-08-10
MSO,105575,2026,3,API,2025-09-23
MSO,105576,2026,3,APC,2025-09-05
MSO,105577,2025,11,API,2025-05-02
MSO,105578,2025,6,API,2024-12-07
MSO,105579,2025,6,APC,2024-12-10
MSO,105580,2025,11,APC,2025-05-01
MSO,105581,2025,12,API,2025-06-05
MSO,105582,2024,8,API,2024-02-09
MSO,105583,2025,12,APC,2025-06-06
MSO,105584,2025,9,API,2025-03-19
MSO,105585,2025,3,API,2024-09-01
MSO,105586,2025,9,API,2025-03-13
MSO,105587,2025,7,APC,2025-01-06
MSO,105588,2025,5,API,2024-11-21
MSO,105589,2025,11,API,2025-05-17
MSO,105590,2024,1,API,2023-07-11
FDN,104982,2025,11,APC,2025-05-15
FDN,104983,2025,4,API,2024-10-17
FDN,104984,2026,4,APC,2025-10-26
FDN,104985,2025,1,API,2024-07-06
FDN,104986,2025,10,API,2025-04-26
FDN,104987,2026,2,API,2025-08-10
FDN,104988,2026,1,API,2025-07-23
MSO,105591,2024,8,API,2024-02-22
MSO,105592,2024,10,API,2024-04-07
FDN,104989,2025,12,API,2025-06-16
FDN,104990,2026,1,API,2025-07-18
FDN,104991,2025,4,API,2024-10-02
FDN,104992,2024,7,API,2024-01-01
FDN,104993,2026,4,APC,2025-10-04
MSO,105593,2024,11,APC,2024-05-15
MSO,105594,2026,2,API,2025-08-05
MSO,105595,2024,11,API,2024-05-20
MSO,105596,2024,7,API,2024-01-15
MSO,105597,2026,3,API,2025-09-08
MSO,105598,2024,3,APC,2023-09-05
MSO,105599,2024,7,API,2024-01-30
MSO,105600,2025,8,APC,2025-02-18
MSO,105601,2025,9,API,2025-03-21
MSO,105602,2025,9,API,2025-03-19
MSO,105603,2025,4,APC,2024-10-05
MSO,105604,2025,5,API,2024-11-06
MSO,105605,2025,10,API,2025-04-05
MSO,105606,2025,5,API,2024-11-17
MSO,105607,2025,11,APC,2025-05-03
MSO,105608,2024,3,API,2023-09-27
MSO,105609,2025,9,API,2025-03-06
MSO,105610,2026,5,API,2025-11-29
MSO,105611,2026,3,APC,2025-09-30
MSO,105612,2025,8,API,2025-02-23
MSO,105613,2024,12,API,2024-06-07
MSO,105614,2025,12,APC,2025-06-05
MSO,105615,2026,2,API,2025-08-02
MSO,105616,2025,4,API,2024-10-07
MSO,105617,2025,6,API,2024-12-02
MSO,105618,2025,10,API,2025-04-21
MSO,105619,2026,1,API,2025-07-20
MSO,105620,2025,6,API,2024-12-23
MSO,105621,2024,3,API,2023-09-27
MSO,105622,2025,4,API,2024-10-08
MSO,105623,2024,10,API,2024-04-04
MSO,105624,2024,6,API,2023-12-22
MSO,105625,2026,3,API,2025-09-27
MSO,105626,2025,5,APC,2024-11-11
MSO,105627,2025,7,API,2025-01-19
MSO,105628,2025,6,API,2024-12-25
MSO,105629,2024,12,API,2024-06-04
FDN,104994,2024,5,APC,2023-11-12
FDN,104995,2026,1,API,2025-07-26
FDN,104996,2025,8,API,2025-02-21
FDN,104997,2025,10,API,2025-04-15
FDN,104998,2024,9,APC,2024-03-26
FDN,104999,2025,2,API,2024-08-17
FDN,105000,2024,8,APC,2024-02-14
FDN,105001,2025,4,API,2024-10-26
FDN,105002,2024,8,APC,2024-02-25
FDN,105003,2026,2,API,2025-08-21
FDN,105004,2025,2,APC,2024-08-02
FDN,105005,2026,4,API,2025-10-15
FDN,105006,2025,4,API,2024-10-06
FDN,105007,2024,5,API,2023-11-23
FDN,105008,2025,2,API,2024-08-15
FDN,105009,2025,9,API,2025-03-20
FDN,105010,2025,3,API,2024-09-26
FDN,105011,2025,7,API,2025-01-16
FDN,105012,2026,2,API,2025-08-12
FDN,105013,2026,3,API,2025-09-04
FDN,105014,2025,7,API,2025-01-07
FDN,105015,2025,11,API,2025-05-25
FDN,105016,2024,10,APC,2024-04-27
FDN,105017,2024,7,API,2024-01-03
FDN,105018,2026,1,API,2025-07-11
FDN,105019,2024,11,API,2024-05-06
FDN,105020,2025,1,API,2024-07-29
FDN,105021,2025,10,APC,2025-04-25
FDN,105022,2025,5,API,2024-11-29
FDN,105023,2025,8,API,2025-02-25
FDN,105024,2025,2,API,2024-08-03
MSO,105630,2025,3,API,2024-09-21
MSO,105631,2026,4,API,2025-10-28
MSO,105632,2024,12,APC,2024-06-19
MSO,105633,2024,4,API,2023-10-07
MSO,105634,2024,7,API,2024-01-28
MSO,105635,2026,4,API,2025-10-18
MSO,105636,2024,9,API,2024-03-24
MSO,105637,2025,10,API,2025-04-09
MSO,105638,2025,4,APC,2024-10-03
MSO,105639,2025,4,API,2024-10-16
MSO,105640,2026,1,API,2025-07-22
MSO,105641,2024,5,APC,2023-11-26
MSO,105642,2024,6,API,2023-12-19
MSO,105643,2026,1,API,2025-07-22
MSO,105644,2025,11,API,2025-05-18
MSO,105645,2024,3,API,2023-09-03
FDN,105025,2025,10,API,2025-04-28
FDN,105026,2025,1,API,2024-07-25
FDN,105027,2025,7,API,2025-01-14
FDN,105028,2025,8,APC,2025-02-05
FDN,105029,2025,10,API,2025-04-30
FDN,105030,2025,1,API,2024-07-26
MSO,105646,2025,1,APC,2024-07-24
MSO,105647,2026,1,API,2025-07-20
MSO,105648,2025,12,API,2025-06-29
MSO,105649,2026,2,API,2025-08-15
MSO,105650,2025,1,APC,2024-07-10
MSO,105651,2025,6,API,2024-12-15
MSO,105652,2026,6,API,2025-12-25
MSO,105653,2026,2,API,2025-08-01
MSO,105654,2025,1,APC,2024-07-19
MSO,105655,2025,3,APC,2024-09-26
MSO,105656,2025,10,API,2025-04-23
MSO,105657,2025,11,API,2025-05-16
MSO,105658,2025,3,API,2024-09-21
FDN,105031,2025,9,API,2025-03-06
FDN,105032,2025,11,API,2025-05-22
FDN,105033,2025,11,API,2025-05-22
FDN,105034,2025,6,API,2024-12-20
FDN,105035,2025,8,API,2025-02-28
FDN,105036,2024,3,API,2023-09-28
FDN,105037,2024,1,API,2023-07-21
FDN,105038,2024,5,APC,2023-11-10
FDN,105039,2025,10,API,2025-04-07
FDN,105040,2024,3,API,2023-09-10
MSO,105659,2025,3,API,2024-09-19
MSO,105660,2025,4,API,2024-10-07
MSO,105661,2024,8,API,2024-02-25
MSO,105662,2024,3,API,2023-09-23
MSO,105663,2024,8,API,2024-02-22
MSO,105664,2025,6,API,2024-12-03
MSO,105665,2025,5,API,2024-11-28
MSO,105666,2025,9,API,2025-03-02
MSO,105667,2026,1,API,2025-07-30
MSO,105668,2026,2,API,2025-08-30
MSO,105669,2025,5,API,2024-11-25
MSO,105670,2025,3,API,2024-09-20
MSO,105671,2024,7,API,2024-01-20
MSO,105672,2026,3,API,2025-09-08
MSO,105673,2025,2,API,2024-08-24
MSO,105674,2024,5,API,2023-11-16
MSO,105675,2025,5,API,2024-11-05
MSO,105676,2026,3,API,2025-09-03
MSO,105677,2025,1,API,2024-07-06
MSO,105678,2025,2,API,2024-08-23
MSO,105679,2025,1,API,2024-07-13
FDN,105041,2025,10,API,2025-04-06
FDN,105042,2024,8,API,2024-02-20
FDN,105043,2025,4,API,2024-10-23
MSO,105680,2025,10,API,2025-04-17
MSO,105681,2024,9,API,2024-03-07
FDN,105044,2026,3,API,2025-09-30
MSO,105682,2024,9,API,2024-03-17
MSO,105683,2024,5,API,2023-11-01
MSO,105684,2025,4,APC,2024-10-27
MSO,105685,2024,12,APC,2024-06-17
MSO,105686,2025,12,API,2025-06-21
MSO,105687,2025,2,API,2024-08-20
MSO,105688,2024,10,API,2024-04-06
MSO,105689,2025,1,API,2024-07-19
MSO,105690,2026,5,API,2025-11-29
MSO,105691,2026,3,API,2025-09-28
MSO,105692,2025,9,API,2025-03-05
MSO,105693,2026,1,API,2025-07-18
MSO,105694,2026,5,APC,2025-11-03
MSO,105695,2025,9,API,2025-03-04
MSO,105696,2024,9,API,2024-03-11
MSO,105697,2025,6,API,2024-12-14
MSO,105698,2026,4,API,2025-10-23
MSO,105699,2025,10,APC,2025-04-14
MSO,105700,2024,11,API,2024-05-13
MSO,105701,2026,4,API,2025-10-20
MSO,105702,2026,5,API,2025-11-02
MSO,105703,2025,5,API,2024-11-29
MSO,105704,2025,7,API,2025-01-29
FDN,105045,2025,7,API,2025-01-21
FDN,105046,2024,8,APC,2024-02-15
FDN,105047,2024,8,API,2024-02-29
FDN,105048,2024,9,API,2024-03-05
FDN,105049,2026,1,API,2025-07-26
FDN,105050,2025,11,APC,2025-05-02
FDN,105051,2024,4,API,2023-10-27
FDN,105052,2025,12,API,2025-06-04
FDN,105053,2025,1,API,2024-07-22
FDN,105054,2025,2,API,2024-08-29
FDN,105055,2025,3,API,2024-09-26
FDN,105056,2026,6,API,2025-12-20
FDN,105057,2024,10,API,2024-04-15
FDN,105058,2025,12,API,2025-06-16
FDN,105059,2025,4,API,2024-10-04
FDN,105060,2025,7,API,2025-01-15
FDN,105061,2025,2,API,2024-08-30
FDN,105062,2024,7,API,2024-01-19
FDN,105063,2025,8,API,2025-02-12
FDN,105064,2025,11,API,2025-05-14
FDN,105065,2024,10,APC,2024-04-01
FDN,105066,2024,5,API,2023-11-29
FDN,105067,2025,6,API,2024-12-04
FDN,105068,2024,8,API,2024-02-21
FDN,105069,2025,8,API,2025-02-16
FDN,105070,2025,8,APC,2025-02-08
FDN,105071,2024,3,API,2023-09-15
FDN,105072,2025,8,API,2025-02-21
FDN,105073,2025,10,API,2025-04-06
FDN,105074,2025,8,API,2025-02-16
FDN,105075,2026,3,APC,2025-09-04
FDN,105076,2025,12,API,2025-06-29
FDN,105077,2025,4,API,2024-10-28
FDN,105078,2025,11,API,2025-05-16
FDN,105079,2026,3,API,2025-09-01
FDN,105080,2025,3,API,2024-09-07
FDN,105081,2026,4,API,2025-10-22
FDN,105082,2025,1,API,2024-07-02
FDN,105083,2024,6,API,2023-12-09
FDN,105084,2024,6,API,2023-12-02
FDN,105085,2025,6,API,2024-12-14
MSO,105705,2026,5,API,2025-11-07
MSO,105706,2025,9,API,2025-03-07
MSO,105707,2025,11,API,2025-05-26
MSO,105708,2025,11,API,2025-05-05
MSO,105709,2025,4,API,2024-10-09
MSO,105710,2026,4,API,2025-10-21
MSO,105711,2024,12,API,2024-06-07
MSO,105712,2024,4,API,2023-10-05
MSO,105713,2025,2,API,2024-08-21
MSO,105714,2026,4,API,2025-10-15
MSO,105715,2024,7,API,2024-01-05
MSO,105716,2025,11,API,2025-05-30
MSO,105717,2024,3,APC,2023-09-06
FDN,105086,2024,7,APC,2024-01-02
MSO,105718,2024,11,API,2024-05-06
MSO,105719,2025,6,API,2024-12-26
MSO,105720,2025,10,API,2025-04-07
MSO,105721,2025,1,API,2024-07-17
FDN,105087,2025,2,API,2024-08-19
FDN,105088,2024,7,APC,2024-01-31
FDN,105089,2025,3,APC,2024-09-07
MSO,105722,2024,11,API,2024-05-08
MSO,105723,2024,5,API,2023-11-10
MSO,105724,2026,4,API,2025-10-28
MSO,105725,2025,3,API,2024-09-06
MSO,105726,2026,2,API,2025-08-10
MSO,105727,2024,4,APC,2023-10-05
MSO,105728,2025,11,API,2025-05-05
MSO,105729,2025,8,API,2025-02-20
MSO,105730,2024,6,API,2023-12-08
MSO,105731,2024,3,APC,2023-09-15
MSO,105732,2025,3,API,2024-09-12
MSO,105733,2025,12,API,2025-06-14
MSO,105734,2025,7,API,2025-01-21
MSO,105735,2026,3,API,2025-09-29
MSO,105736,2025,2,API,2024-08-30
MSO,105737,2024,7,API,2024-01-10
MSO,105738,2024,12,APC,2024-06-02
MSO,105739,2025,3,API,2024-09-19
MSO,105740,2025,2,API,2024-08-28
MSO,105741,2025,12,API,2025-06-15
MSO,105742,2025,12,API,2025-06-22
MSO,105743,2024,1,API,2023-07-11
MSO,105744,2026,1,API,2025-07-14
MSO,105745,2024,7,API,2024-01-08
MSO,105746,2025,10,API,2025-04-19
MSO,105747,2024,4,APC,2023-10-21
MSO,105748,2024,8,API,2024-02-06
MSO,105749,2025,1,API,2024-07-30
MSO,105750,2026,4,API,2025-10-09
MSO,105751,2024,6,API,2023-12-15
MSO,105752,2024,9,APC,2024-03-16
MSO,105753,2025,12,API,2025-06-17
MSO,105754,2024,8,APC,2024-02-15
MSO,105755,2025,10,API,2025-04-24
MSO,105756,2025,5,API,2024-11-21
MSO,105757,2025,3,API,2024-09-15
MSO,105758,2026,2,API,2025-08-26
MSO,105759,2025,2,API,2024-08-21
MSO,105760,2024,3,API,2023-09-06
MSO,105761,2026,5,API,2025-11-24
MSO,105762,2024,12,API,2024-06-26
MSO,105763,2025,9,API,2025-03-27
MSO,105764,2024,4,API,2023-10-21
MSO,105765,2025,3,API,2024-09-12
FDN,105090,2025,10,API,2025-04-16
FDN,105091,2025,2,API,2024-08-15
FDN,105092,2025,7,API,2025-01-28
FDN,105093,2025,10,API,2025-04-25
FDN,105094,2025,1,APC,2024-07-27
FDN,105095,2026,1,API,2025-07-03
FDN,105096,2024,2,API,2023-08-22
FDN,105097,2024,4,APC,2023-10-16
FDN,105098,2025,7,API,2025-01-01
FDN,105099,2025,10,API,2025-04-22
FDN,105100,2026,2,API,2025-08-01
FDN,105101,2024,8,API,2024-02-19
FDN,105102,2026,6,API,2025-12-06
FDN,105103,2025,7,API,2025-01-30
FDN,105104,2025,9,API,2025-03-06
FDN,105105,2026,3,API,2025-09-17
FDN,105106,2026,6,API,2025-12-16
FDN,105107,2025,6,API,2024-12-31
FDN,105108,2024,9,API,2024-03-16
FDN,105109,2025,6,API,2024-12-24
FDN,105110,2025,12,APC,2025-06-08
FDN,105111,2025,2,API,2024-08-13
FDN,105112,2026,3,API,2025-09-06
FDN,105113,2025,9,API,2025-03-14
FDN,105114,2025,3,API,2024-09-07
FDN,105115,2025,1,API,2024-07-18
FDN,105116,2025,1,API,2024-07-07
FDN,105117,2024,6,API,2023-12-14
FDN,105118,2026,1,API,2025-07-29
FDN,105119,2025,4,APC,2024-10-14
FDN,105120,2026,6,API,2025-12-22
FDN,105121,2026,4,API,2025-10-16
FDN,105122,2025,8,API,2025-02-27
FDN,105123,2024,10,API,2024-04-13
FDN,105124,2024,10,API,2024-04-23
FDN,105125,2024,6,APC,2023-12-25
FDN,105126,2025,9,API,2025-03-13
MSO,105766,2024,11,API,2024-05-29
MSO,105767,2025,11,API,2025-05-14
MSO,105768,2026,2,API,2025-08-12
MSO,105769,2024,5,APC,2023-11-19
MSO,105770,2025,9,API,2025-03-07
MSO,105771,2025,4,API,2024-10-02
MSO,105772,2026,4,APC,2025-10-26
MSO,105773,2024,11,API,2024-05-31
MSO,105774,2026,3,API,2025-09-09
MSO,105775,2025,2,API,2024-08-21
MSO,105776,2026,2,APC,2025-08-30
MSO,105777,2026,1,API,2025-07-29
MSO,105778,2025,7,API,2025-01-02
MSO,105779,2024,9,API,2024-03-29
MSO,105780,2025,12,API,2025-06-08
MSO,105781,2025,10,API,2025-04-19
MSO,105782,2025,10,APC,2025-04-30
MSO,105783,2025,7,API,2025-01-06
MSO,105784,2025,5,API,2024-11-10
MSO,105785,2025,11,API,2025-05-02
MSO,105786,2024,10,API,2024-04-01
MSO,105787,2026,2,API,2025-08-10
MSO,105788,2026,2,API,2025-08-05
MSO,105789,2026,6,APC,2025-12-04
MSO,105790,2026,1,API,2025-07-19
MSO,105791,2024,2,API,2023-08-13
MSO,105792,2025,4,API,2024-10-14
MSO,105793,2024,12,APC,2024-06-11
MSO,105794,2025,7,API,2025-01-19
MSO,105795,2024,12,APC,2024-06-09
MSO,105796,2025,4,API,2024-10-02
MSO,105797,2026,5,API,2025-11-06
MSO,105798,2024,12,API,2024-06-03
MSO,105799,2025,7,API,2025-01-09
MSO,105800,2025,6,API,2024-12-18
MSO,105801,2025,6,API,2024-12-28
FDN,105127,2024,12,API,2024-06-01
FDN,105128,2025,2,API,2024-08-07
FDN,105129,2026,4,API,2025-10-30
FDN,105130,2024,12,API,2024-06-22
FDN,105131,2025,2,API,2024-08-26
FDN,105132,2025,9,API,2025-03-07
FDN,105133,2025,8,API,2025-02-27
FDN,105134,2025,1,API,2024-07-23
FDN,105135,2025,5,API,2024-11-18
FDN,105136,2024,10,API,2024-04-29
FDN,105137,2024,9,APC,2024-03-25
FDN,105138,2025,2,APC,2024-08-21
FDN,105139,2025,6,API,2024-12-22
FDN,105140,2025,10,API,2025-04-26
FDN,105141,2024,6,APC,2023-12-28
FDN,105142,2024,7,API,2024-01-11
FDN,105143,2025,3,APC,2024-09-26
FDN,105144,2025,10,APC,2025-04-29
FDN,105145,2025,10,API,2025-04-27
FDN,105146,2026,3,API,2025-09-15
FDN,105147,2025,7,APC,2025-01-04
FDN,105148,2024,5,APC,2023-11-07
FDN,105149,2026,5,API,2025-11-26
FDN,105150,2026,6,API,2025-12-07
FDN,105151,2024,7,APC,2024-01-11
FDN,105152,2025,7,API,2025-01-16
FDN,105153,2026,1,APC,2025-07-04
FDN,105154,2024,10,API,2024-04-14
FDN,105155,2025,10,APC,2025-04-10
FDN,105156,2025,4,API,2024-10-13
FDN,105157,2024,8,API,2024-02-11
FDN,105158,2025,1,APC,2024-07-01
FDN,105159,2024,11,API,2024-05-18
FDN,105160,2025,3,APC,2024-09-29
FDN,105161,2024,8,API,2024-02-06
FDN,105162,2024,4,API,2023-10-10
FDN,105163,2026,1,API,2025-07-11
MSO,105802,2026,6,API,2025-12-10
FDN,105164,2025,1,API,2024-07-31
FDN,105165,2025,10,API,2025-04-02
FDN,105166,2025,9,API,2025-03-22
FDN,105167,2025,9,API,2025-03-04
FDN,105168,2025,7,APC,2025-01-20
FDN,105169,2025,9,API,2025-03-17
FDN,105170,2024,12,API,2024-06-11
FDN,105171,2024,7,API,2024-01-24
FDN,105172,2026,3,API,2025-09-05
FDN,105173,2025,9,API,2025-03-22
FDN,105174,2026,2,APC,2025-08-16
FDN,105175,2024,12,API,2024-06-23
FDN,105176,2026,6,API,2025-12-20
FDN,105177,2025,5,API,2024-11-08
FDN,105178,2024,9,API,2024-03-19
FDN,105179,2025,4,API,2024-10-03
FDN,105180,2025,3,API,2024-09-03
FDN,105181,2025,2,API,2024-08-07
FDN,105182,2025,5,API,2024-11-21
FDN,105183,2024,11,API,2024-05-09
FDN,105184,2026,4,API,2025-10-11
FDN,105185,2024,12,API,2024-06-23
FDN,105186,2026,4,API,2025-10-11
FDN,105187,2025,3,API,2024-09-11
FDN,105188,2024,10,API,2024-04-25
FDN,105189,2025,12,API,2025-06-04
FDN,105190,2025,8,API,2025-02-14
FDN,105191,2025,8,API,2025-02-16
FDN,105192,2025,12,API,2025-06-02
FDN,105193,2025,3,API,2024-09-26
MSO,105803,2025,4,API,2024-10-30
MSO,105804,2025,12,API,2025-06-22
MSO,105805,2026,1,API,2025-07-30
MSO,105806,2024,10,API,2024-04-02
MSO,105807,2025,9,API,2025-03-04
MSO,105808,2025,7,API,2025-01-16
MSO,105809,2024,3,API,2023-09-20
MSO,105810,2024,8,API,2024-02-02
FDN,105194,2025,12,API,2025-06-15
FDN,105195,2025,11,API,2025-05-21
FDN,105196,2026,2,API,2025-08-25
FDN,105197,2025,11,API,2025-05-30
FDN,105198,2026,5,API,2025-11-19
FDN,105199,2024,3,API,2023-09-02
FDN,105200,2024,6,API,2023-12-22
FDN,105201,2024,8,API,2024-02-03
FDN,105202,2025,11,API,2025-05-31
FDN,105203,2025,7,API,2025-01-10
FDN,105204,2026,3,APC,2025-09-18
FDN,105205,2026,3,APC,2025-09-25
FDN,105206,2025,8,APC,2025-02-25
FDN,105207,2026,2,API,2025-08-01
FDN,105208,2024,4,API,2023-10-27
FDN,105209,2025,12,API,2025-06-09
FDN,105210,2025,5,APC,2024-11-29
FDN,105211,2024,10,APC,2024-04-17
FDN,105212,2025,10,API,2025-04-16
FDN,105213,2024,6,API,2023-12-22
FDN,105214,2024,12,API,2024-06-22
FDN,105215,2025,6,API,2024-12-09
FDN,105216,2024,10,API,2024-04-27
MSO,105811,2024,11,API,2024-05-15
MSO,105812,2025,11,API,2025-05-10
MSO,105813,2026,1,APC,2025-07-21
MSO,105814,2024,8,APC,2024-02-28
MSO,105815,2026,4,API,2025-10-11
MSO,105816,2026,1,API,2025-07-18
MSO,105817,2026,6,API,2025-12-25
MSO,105818,2024,12,API,2024-06-22
FDN,105217,2025,4,API,2024-10-12
FDN,105218,2024,7,API,2024-01-25
FDN,105219,2024,2,API,2023-08-10
FDN,105220,2024,3,API,2023-09-07
FDN,105221,2025,7,API,2025-01-14
FDN,105222,2024,3,API,2023-09-03
FDN,105223,2025,8,APC,2025-02-21
FDN,105224,2026,1,API,2025-07-29
FDN,105225,2025,5,API,2024-11-25
MSO,105819,2025,7,API,2025-01-13
MSO,105820,2025,3,API,2024-09-07
MSO,105821,2026,3,APC,2025-09-14
MSO,105822,2024,8,API,2024-02-20
MSO,105823,2024,12,API,2024-06-28
MSO,105824,2024,4,API,2023-10-29
MSO,105825,2025,7,API,2025-01-07
MSO,105826,2026,4,API,2025-10-15
MSO,105827,2025,2,API,2024-08-17
MSO,105828,2024,4,API,2023-10-28
MSO,105829,2025,6,API,2024-12-05
MSO,105830,2025,10,API,2025-04-29
MSO,105831,2024,11,API,2024-05-07
MSO,105832,2025,4,APC,2024-10-06
MSO,105833,2025,6,API,2024-12-26
MSO,105834,2025,9,API,2025-03-16
MSO,105835,2024,8,APC,2024-02-25
MSO,105836,2024,9,API,2024-03-09
MSO,105837,2025,4,API,2024-10-22
MSO,105838,2024,12,API,2024-06-23
MSO,105839,2025,5,API,2024-11-04
MSO,105840,2025,3,API,2024-09-02
MSO,105841,2025,6,API,2024-12-07
MSO,105842,2024,6,API,2023-12-17
MSO,105843,2026,6,API,2025-12-09
MSO,105844,2024,10,API,2024-04-13
MSO,105845,2024,5,APC,2023-11-24
FDN,105226,2025,3,API,2024-09-01
FDN,105227,2025,2,API,2024-08-15
FDN,105228,2025,11,APC,2025-05-19
FDN,105229,2024,12,API,2024-06-15
FDN,105230,2025,11,API,2025-05-31
FDN,105231,2025,5,API,2024-11-21
FDN,105232,2024,11,API,2024-05-17
FDN,105233,2025,1,API,2024-07-23
FDN,105234,2025,8,API,2025-02-17
FDN,105235,2025,9,APC,2025-03-20
FDN,105236,2026,4,API,2025-10-29
FDN,105237,2025,9,API,2025-03-19
FDN,105238,2025,5,API,2024-11-19
FDN,105239,2024,9,API,2024-03-27
FDN,105240,2025,2,API,2024-08-19
FDN,105241,2026,6,API,2025-12-12
FDN,105242,2025,9,API,2025-03-26
FDN,105243,2025,5,API,2024-11-18
FDN,105244,2025,5,API,2024-11-13
FDN,105245,2026,1,API,2025-07-14
FDN,105246,2026,2,API,2025-08-13
FDN,105247,2025,6,API,2024-12-24
FDN,105248,2026,2,API,2025-08-18
FDN,105249,2024,9,API,2024-03-09
FDN,105250,2025,2,API,2024-08-03
FDN,105251,2026,3,APC,2025-09-26
MSO,105846,2026,4,API,2025-10-15
MSO,105847,2024,6,API,2023-12-02
MSO,105848,2025,9,API,2025-03-25
MSO,105849,2025,7,API,2025-01-27
MSO,105850,2025,8,APC,2025-02-21
MSO,105851,2024,7,API,2024-01-19
MSO,105852,2026,2,API,2025-08-27
MSO,105853,2025,1,API,2024-07-26
MSO,105854,2025,12,API,2025-06-28
MSO,105855,2025,9,API,2025-03-11
MSO,105856,2026,1,API,2025-07-28
MSO,105857,2024,12,API,2024-06-06
MSO,105858,2026,2,API,2025-08-03
MSO,105859,2025,4,API,2024-10-02
MSO,105860,2024,9,API,2024-03-14
MSO,105861,2024,12,API,2024-06-09
FDN,105252,2024,12,APC,2024-06-20
FDN,105253,2025,12,APC,2025-06-08
FDN,105254,2024,3,APC,2023-09-07
FDN,105255,2024,4,API,2023-10-12
MSO,105862,2026,5,APC,2025-11-02
MSO,105863,2026,6,API,2025-12-23
MSO,105864,2025,7,API,2025-01-09
MSO,105865,2024,8,APC,2024-02-29
MSO,105866,2024,11,API,2024-05-01
MSO,105867,2024,11,API,2024-05-17
MSO,105868,2025,4,API,2024-10-02
MSO,105869,2025,2,APC,2024-08-03
MSO,105870,2025,11,API,2025-05-24
MSO,105871,2025,7,APC,2025-01-27
FDN,105256,2024,10,API,2024-04-17
FDN,105257,2024,10,APC,2024-04-21
FDN,105258,2025,1,API,2024-07-01
FDN,105259,2024,4,API,2023-10-26
FDN,105260,2025,6,API,2024-12-21
FDN,105261,2025,6,API,2024-12-12
FDN,105262,2025,6,API,2024-12-04
FDN,105263,2025,12,APC,2025-06-18
FDN,105264,2026,5,API,2025-11-23
MSO,105872,2024,2,API,2023-08-15
MSO,105873,2025,7,API,2025-01-26
FDN,105265,2024,2,API,2023-08-11
FDN,105266,2025,3,APC,2024-09-12
FDN,105267,2025,5,API,2024-11-22
FDN,105268,2024,12,API,2024-06-22
FDN,105269,2026,5,API,2025-11-27
FDN,105270,2025,12,API,2025-06-20
MSO,105874,2025,6,APC,2024-12-13
MSO,105875,2024,10,API,2024-04-24
MSO,105876,2024,7,API,2024-01-03
MSO,105877,2024,12,APC,2024-06-17
MSO,105878,2025,5,API,2024-11-25
MSO,105879,2024,7,API,2024-01-22
MSO,105880,2025,8,API,2025-02-28
MSO,105881,2024,12,API,2024-06-24
MSO,105882,2024,5,APC,2023-11-13
MSO,105883,2025,11,API,2025-05-26
MSO,105884,2025,9,API,2025-03-07
MSO,105885,2025,6,API,2024-12-12
MSO,105886,2026,6,API,2025-12-01
FDN,105271,2024,2,API,2023-08-27
FDN,105272,2025,10,API,2025-04-14
FDN,105273,2025,5,API,2024-11-27
FDN,105274,2026,3,API,2025-09-02
FDN,105275,2025,5,API,2024-11-28
FDN,105276,2026,5,API,2025-11-04
FDN,105277,2024,5,APC,2023-11-19
FDN,105278,2025,4,API,2024-10-18
FDN,105279,2024,8,APC,2024-02-18
FDN,105280,2026,6,API,2025-12-12
FDN,105281,2024,6,API,2023-12-11
FDN,105282,2026,4,API,2025-10-31
FDN,105283,2024,3,API,2023-09-03
FDN,105284,2025,11,APC,2025-05-15
FDN,105285,2025,1,API,2024-07-22
FDN,105286,2024,6,API,2023-12-12
FDN,105287,2025,3,API,2024-09-10
FDN,105288,2025,11,API,2025-05-31
MSO,105887,2025,5,API,2024-11-19
