spend_rank,vendor_code,vendor_name,total_spend,paid_lines,pct_of_total,running_pct_of_total
1035,V3436,Summit Facilities Services Inc 2764,97385.03,14,0.0013,99.5234
1036,V0086,Continental Drug Supply Inc 0646,97371.11,18,0.0013,99.5248
1037,V0767,Continental Medical Devices LLC 0988,97157.37,21,0.0013,99.5261
1038,V0209,United Diagnostics LP 2353,96617.06,12,0.0013,99.5274
1039,V1042,Horizon Partners LLP Inc 1915,96531.28,11,0.0013,99.5288
1040,V2450,Beacon Consulting Group Corp 1289,96154.52,18,0.0013,99.5301
1041,V0367,Southpoint Locum Partners Corp 2867,95126.27,17,0.0013,99.5314
1042,V2499,Heritage Business Products Inc 2255,95051.1,29,0.0013,99.5327
1043,V0062,Vertex Property Mgmt Inc 1231,95020.11,26,0.0013,99.5341
1044,V0432,Sentinel Clinical Staffing Inc 3208,94060.82,16,0.0013,99.5354
1045,V1239,Precision Surgical Systems Ltd 1441,94040.89,13,0.0013,99.5367
1046,V0219,Harbor Conference Group Co 1208,93863.76,26,0.0013,99.538
1047,V0775,Beacon Pharmaceuticals LP 3498,93827.03,17,0.0013,99.5392
1048,V2357,Northgate Facilities Services Holdings 3227,93224.17,18,0.0013,99.5405
1049,V0755,Meridian Associates Ltd 2483,92894.39,30,0.0013,99.5418
1050,V0878,Advanced Lab Solutions LLC 2071,92792.79,20,0.0013,99.5431
1051,V1950,Advanced Events Management LP 2287,92222.96,26,0.0013,99.5444
1052,V0651,Atlas Technology Group Group 1092,91958.26,12,0.0013,99.5457
1053,V3415,Cardinal BioSupply Group 3123,91707.14,16,0.0013,99.5469
1054,V1180,Cascade Medical Devices Co 0394,91411.46,24,0.0013,99.5482
1055,V2007,Trinity Building Maintenance Co 3289,91361.75,15,0.0013,99.5495
1056,V3441,Advanced Lab Solutions Co 0390,91027.38,16,0.0013,99.5507
1057,V1184,Brightline Surgical Systems Ltd 3025,91022.9,16,0.0013,99.552
1058,V1312,Apex Lodging Partners LP 2262,90975.57,19,0.0013,99.5532
1059,V1753,United General Supply Inc 3451,90644.26,11,0.0013,99.5545
1060,V0577,Heritage Events Management Corp 1032,89960.75,27,0.0012,99.5557
1061,V0864,Regional Building Maintenance Holdings 0797,89860.0,13,0.0012,99.557
1062,V1045,Allied Drug Supply Inc 1511,89857.9,17,0.0012,99.5582
1063,V1308,Integrated Associates Inc 2552,89617.31,18,0.0012,99.5594
1064,V1906,Highland Health IT Ltd 0557,89590.14,25,0.0012,99.5607
1065,V1386,Reliable Pharmaceuticals Co 0677,89353.42,15,0.0012,99.5619
1066,V1448,Keystone Property Mgmt Co 3471,89344.22,19,0.0012,99.5632
1067,V1770,Sentinel Business Products Inc 1416,89317.54,16,0.0012,99.5644
1068,V1329,Meridian Lab Solutions Co 2239,89049.8,15,0.0012,99.5656
1069,V0925,Pinnacle Surgical Systems Holdings 3492,88830.56,17,0.0012,99.5669
1070,V0074,Granite Lab Solutions Inc 3156,88730.82,18,0.0012,99.5681
1071,V1746,Precision Associates Corp 0470,88659.06,17,0.0012,99.5693
1072,V0128,Cascade Diagnostics Inc 1035,88488.8,28,0.0012,99.5705
1073,V1424,Atlas Technology Group LP 2078,87830.27,27,0.0012,99.5717
1074,V0729,Horizon Health IT Co 2813,87689.83,12,0.0012,99.573
1075,V2121,Highland BioSupply Inc 0476,87668.2,19,0.0012,99.5742
1076,V1271,Cardinal Energy Services Holdings 1851,87655.87,17,0.0012,99.5754
1077,V3085,Meridian Staffing Group Corp 2138,87543.52,21,0.0012,99.5766
1078,V2458,National Surgical Systems Ltd 1703,87346.58,24,0.0012,99.5778
1079,V1379,Lakeshore Partners LLP Co 0875,87075.95,18,0.0012,99.579
1080,V0822,Precision Professional Services LP 1375,87012.83,17,0.0012,99.5802
1081,V0242,National Office Supply Co 2333,86920.09,18,0.0012,99.5814
1082,V2551,Trinity Facilities Services Holdings 2978,86475.18,30,0.0012,99.5826
1083,V2641,Atlas Locum Partners Ltd 3027,85665.18,20,0.0012,99.5838
1084,V2920,Southpoint Staffing Group Group 1203,85580.58,13,0.0012,99.585
1085,V1342,Bluegrass General Supply Ltd 1381,84939.18,20,0.0012,99.5862
1086,V3475,Crescent Property Mgmt LP 1623,84724.28,19,0.0012,99.5873
1087,V0404,Granite Implant Solutions Corp 1206,84710.45,20,0.0012,99.5885
1088,V0479,Trinity Associates Corp 0636,84688.62,13,0.0012,99.5897
1089,V1152,Allied Office Supply Ltd 1765,84261.64,16,0.0012,99.5908
1090,V1468,Brightline Clinical Reagents LLC 2099,83475.77,34,0.0012,99.592
1091,V2466,Cardinal Clinical Staffing Ltd 2523,83141.72,12,0.0011,99.5931
1092,V3216,Frontier Locum Partners Holdings 0817,83107.77,23,0.0011,99.5943
1093,V3296,Integrated Power & Light LLC 1325,82712.85,15,0.0011,99.5954
1094,V0092,Integrated Professional Services Ltd 0601,82461.88,12,0.0011,99.5966
1095,V0389,Granite Surgical Systems Co 1225,81919.01,18,0.0011,99.5977
1096,V2213,Lakeshore Business Products LP 2682,81910.12,20,0.0011,99.5988
1097,V1970,Paramount Building Maintenance LP 2035,81865.39,22,0.0011,99.6
1098,V0617,National Locum Partners LP 2540,81564.16,21,0.0011,99.6011
1099,V0169,Crescent Diagnostics Supply Ltd 2950,80835.43,19,0.0011,99.6022
1100,V1303,Advanced Healthcare Staffing LP 1603,80556.12,11,0.0011,99.6033
1101,V3180,Sterling Property Mgmt Holdings 3339,80160.81,13,0.0011,99.6044
1102,V1669,Summit Drug Supply Corp 0514,79642.53,25,0.0011,99.6055
1103,V0104,Reliable Gas Company LLC 0572,79614.78,14,0.0011,99.6066
1104,V2093,Northgate Advisory Partners Holdings 2267,79214.67,21,0.0011,99.6077
1105,V0882,Beacon Professional Services Ltd 0362,79116.47,16,0.0011,99.6088
1106,V1044,Cascade Partners LLP Corp 2129,79080.92,13,0.0011,99.6099
1107,V2884,Vertex Laboratory Supply Corp 0965,78935.58,24,0.0011,99.611
1108,V2404,United Business Products Ltd 1457,78878.26,15,0.0011,99.6121
1109,V3337,Harbor Facilities Services Corp 1921,78746.42,19,0.0011,99.6132
1110,V2659,Trinity Medical Devices LP 2281,78280.26,8,0.0011,99.6143
1111,V2135,Horizon Building Maintenance Co 2517,78057.76,27,0.0011,99.6154
1112,V1643,Dominion Facilities Services Group 0028,77600.11,14,0.0011,99.6164
1113,V1650,Horizon Supply Company Ltd 2820,77493.95,19,0.0011,99.6175
1114,V1450,Horizon MedTech LP 2145,77202.09,13,0.0011,99.6186
1115,V0643,Allied Drug Supply Holdings 0056,77078.98,27,0.0011,99.6196
1116,V0984,United Environmental Svcs Ltd 3366,77074.81,17,0.0011,99.6207
1117,V1435,Cardinal Medical Devices LLC 3348,76463.93,12,0.0011,99.6218
1118,V3464,Heritage BioSupply Group 2695,76353.74,17,0.0011,99.6228
1119,V3294,Dominion Property Mgmt Holdings 1584,75798.88,16,0.001,99.6239
1120,V3239,Allied Lab Solutions LP 1976,75655.24,22,0.001,99.6249
1121,V2638,Reliable Diagnostics Corp 2012,75313.65,15,0.001,99.626
1122,V3152,Granite Professional Services Group 1273,74865.14,13,0.001,99.627
1123,V0898,Continental MedTech Co 2357,74430.44,14,0.001,99.628
1124,V2629,Highland Diagnostics Supply Ltd 1884,74346.68,22,0.001,99.629
1125,V1189,Keystone Medical Devices LLC 3407,74323.37,18,0.001,99.6301
1126,V1399,Dominion Environmental Svcs LLC 1620,74315.85,17,0.001,99.6311
1127,V0158,Evergreen Professional Services Inc 1085,74227.17,16,0.001,99.6321
1128,V0215,Harbor Locum Partners Ltd 1542,74105.16,32,0.001,99.6332
1129,V2679,Liberty Locum Partners Co 1097,74077.57,21,0.001,99.6342
1130,V3266,Horizon Clinical Reagents Inc 1221,74064.33,24,0.001,99.6352
1131,V0356,Metro Property Mgmt Ltd 1062,73961.0,14,0.001,99.6362
1132,V0839,Brightline Data Systems LLC 3440,73906.2,24,0.001,99.6372
1133,V2260,Harbor Health IT Co 2674,73618.17,25,0.001,99.6383
1134,V3262,Sterling Consulting Group Group 1807,73411.59,11,0.001,99.6393
1135,V3344,Coastal Diagnostics Corp 2623,73191.73,14,0.001,99.6403
1136,V0325,Integrated Print Services LLC 1090,72932.17,11,0.001,99.6413
1137,V2752,Reliable Clinical Staffing Group 3478,72575.35,22,0.001,99.6423
1138,V2221,Keystone Diagnostics Supply Group 1922,72174.37,11,0.001,99.6433
1139,V2838,Heritage Laboratory Supply Corp 0340,72081.05,8,0.001,99.6443
1140,V0160,Beacon Locum Partners Ltd 1829,72047.76,12,0.001,99.6453
1141,V2369,Brightline Health IT Group 2730,71811.2,13,0.001,99.6463
1142,V0954,Vertex Diagnostics Co 0852,71674.2,13,0.001,99.6473
1143,V2416,United Diagnostics Corp 2415,71338.95,24,0.001,99.6483
1144,V1583,Harbor Data Systems Inc 0097,70941.39,15,0.001,99.6493
1145,V3320,Sterling Clinical Reagents Co 1098,70856.4,27,0.001,99.6502
1146,V1217,Regional Diagnostics Supply Co 2751,70832.13,13,0.001,99.6512
1147,V1732,Pinnacle Biologics Co 3130,70762.44,19,0.001,99.6522
1148,V0881,Atlas Software Solutions Co 1463,70298.98,12,0.001,99.6532
1149,V0655,Pinnacle General Supply Co 0008,70246.62,21,0.001,99.6541
1150,V0619,Harbor Surgical Systems LLC 1272,70175.48,15,0.001,99.6551
1151,V0317,Riverside Data Systems Co 3010,69651.75,19,0.001,99.6561
1152,V2324,Heritage Biologics Group 2117,69329.99,12,0.001,99.657
1153,V2751,Sterling Clinical Reagents Group 0917,69316.94,30,0.001,99.658
1154,V1980,Reliable Implant Solutions LP 1833,69166.23,25,0.001,99.6589
1155,V3322,Ironwood Data Systems Corp 0213,69085.13,18,0.001,99.6599
1156,V0364,Meridian RX Wholesale Co 2185,68909.07,15,0.001,99.6608
1157,V2354,Pinnacle Facilities Services Holdings 3041,68639.53,14,0.0009,99.6618
1158,V0186,Liberty Partners LLP LP 0730,68632.0,12,0.0009,99.6627
1159,V1354,National BioSupply Corp 1552,68285.16,11,0.0009,99.6637
1160,V2294,Heritage Lab Solutions Corp 1312,67986.55,17,0.0009,99.6646
1161,V2811,Ironwood Drug Supply Ltd 3477,67876.81,31,0.0009,99.6656
1162,V2276,Northgate Pharmaceuticals Inc 2420,67865.11,16,0.0009,99.6665
1163,V3047,Integrated Property Mgmt Co 2013,67843.4,19,0.0009,99.6674
1164,V0088,Granite Environmental Svcs LLC 0792,67734.28,10,0.0009,99.6684
1165,V0492,Southpoint Advisory Partners Ltd 1384,67634.63,12,0.0009,99.6693
1166,V0661,National Diagnostics Supply Group 1131,67632.22,19,0.0009,99.6703
1167,V1876,Granite Business Products LLC 0895,67567.35,12,0.0009,99.6712
1168,V1870,Metro Office Supply Group 1139,67381.88,12,0.0009,99.6721
1169,V1641,Regional Locum Partners Holdings 0919,67342.05,22,0.0009,99.6731
1170,V0799,Reliable Locum Partners LLC 1342,67070.42,16,0.0009,99.674
1171,V1756,Cascade Consulting Group LP 1606,66948.73,20,0.0009,99.6749
1172,V3508,Integrated  Healthcare Staffing LLC 3121,66948.33,14,0.0009,99.6758
1173,V2829,Continental Supply Company Corp 1914,66856.82,11,0.0009,99.6768
1174,V2473,Brightline Clinical Staffing Ltd 0781,66767.61,13,0.0009,99.6777
1175,V3013,Highland Locum Partners Corp 0175,66330.69,17,0.0009,99.6786
1176,V0393,Frontier Advisory Partners Group 1747,66154.83,26,0.0009,99.6795
1177,V3499,Northgate Health IT LP 1509,66152.01,26,0.0009,99.6804
1178,V3338,Pinnacle Business Products Group 3294,65394.9,11,0.0009,99.6813
1179,V1823,Highland Facilities Services LLC 1689,65199.44,22,0.0009,99.6822
1180,V0240,Bluegrass Surgical Systems Holdings 2777,64950.39,22,0.0009,99.6831
1181,V3377,Premier Biologics LLC 0868,64923.32,10,0.0009,99.684
1182,V1863,Liberty Utility Services Inc 0946,64785.2,12,0.0009,99.6849
1183,V2750,Precision Pharmaceuticals Holdings 0194,64680.77,23,0.0009,99.6858
1184,V2279,Ironwood Business Products Corp 1238,64512.34,18,0.0009,99.6867
1185,V3215,Sentinel Medical Devices Inc 0537,64323.23,15,0.0009,99.6876
1186,V2037,National Events Management Corp 0399,63848.98,21,0.0009,99.6885
1187,V2874,Atlas BioSupply Co 2933,63693.13,23,0.0009,99.6894
1188,V2623,Horizon Diagnostics Supply Corp 0561,63647.89,12,0.0009,99.6902
1189,V0835,Heritage Healthcare Staffing Inc 2057,63633.64,14,0.0009,99.6911
1190,V0530,Vertex Laboratory Supply Group 1315,63631.08,15,0.0009,99.692
1191,V2256,Vanguard Property Mgmt Holdings 1690,63222.18,11,0.0009,99.6929
1192,V1070,Pinnacle Software Solutions Corp 1618,62974.07,17,0.0009,99.6938
1193,V2791,Horizon Office Supply Inc 1838,62957.77,25,0.0009,99.6946
1194,V0387,Trinity Staffing Group Inc 0903,62907.63,17,0.0009,99.6955
1195,V0678,Trinity Mechanical Group LLC 1941,62862.43,17,0.0009,99.6964
1196,V2908,Ironwood Pharmaceuticals Ltd 1992,62598.52,17,0.0009,99.6972
1197,V2729,Paramount Technology Group Co 0146,62259.16,12,0.0009,99.6981
1198,V0294,Cardinal Pharma Distribution Corp 2317,61891.56,12,0.0009,99.6989
1199,V1481,Coastal Data Systems Group 3424,61254.88,25,0.0008,99.6998
1200,V1444,Apex Pharmaceuticals LP 0260,61215.45,25,0.0008,99.7006
1201,V2084,Summit MedTech Co 1781,61176.61,14,0.0008,99.7015
1202,V0685,Precision Advisory Partners Holdings 0236,61083.13,24,0.0008,99.7023
1203,V1678,Precision Software Solutions Holdings 0201,61082.05,15,0.0008,99.7032
1204,V1169,Integrated Print Services Co 1792,60911.64,22,0.0008,99.704
1205,V1126,Meridian Environmental Svcs Inc 2411,60845.94,15,0.0008,99.7049
1206,V3067,Trinity Software Solutions Ltd 1316,60834.6,12,0.0008,99.7057
1207,V3151,National Pharma Distribution LLC 2025,60543.76,18,0.0008,99.7065
1208,V1814,Heritage Diagnostics Supply Group 3264,60389.74,20,0.0008,99.7074
1209,V2864,Coastal MedTech Inc 3145,60188.79,23,0.0008,99.7082
1210,V1147,Ironwood Staffing Group LLC 1727,59988.69,19,0.0008,99.709
1211,V3490,Premier Environmental Svcs Group 0463,59919.27,19,0.0008,99.7099
1212,V3191,Summit Diagnostics Corp 0991,59821.27,17,0.0008,99.7107
1213,V2118,Summit Pharma Distribution Holdings 0065,59715.45,24,0.0008,99.7115
1214,V2082,Vertex Diagnostics LLC 1371,59486.47,19,0.0008,99.7123
1215,V2872,Keystone Software Solutions LP 2848,59067.56,15,0.0008,99.7132
1216,V1186,Sentinel Business Products LP 2472,58954.48,18,0.0008,99.714
1217,V2182,Granite Utility Services Corp 2685,58893.02,17,0.0008,99.7148
1218,V1136,Northgate Clinical Reagents Holdings 1282,58803.44,14,0.0008,99.7156
1219,V1697,Southpoint Medical Devices Co 0368,58651.58,14,0.0008,99.7164
1220,V1127,Premier Mechanical Group Inc 2754,58645.53,17,0.0008,99.7172
1221,V1987,Evergreen Laboratory Supply Corp 3405,58289.48,12,0.0008,99.718
1222,V0511,Atlas RX Wholesale Group 1755,58167.27,17,0.0008,99.7188
1223,V1515,Metro Supply Company Group 0538,57930.38,13,0.0008,99.7196
1224,V2863,Paramount Laboratory Supply LLC 3023,57886.96,13,0.0008,99.7204
1225,V1143,Allied Business Products LLC 2711,57726.04,11,0.0008,99.7212
1226,V2015,Paramount Cloud Services LLC 0384,57694.32,16,0.0008,99.722
1227,V0346,Sterling Print Services Holdings 0928,57646.2,12,0.0008,99.7228
1228,V1037,Bluegrass Lab Solutions Ltd 1645,57575.02,13,0.0008,99.7236
1229,V3314,Vanguard Associates LLC 1985,57462.15,13,0.0008,99.7244
1230,V3375,Southpoint Property Mgmt LP 1568,57264.25,18,0.0008,99.7252
1231,V3362,Highland Clinical Reagents LLC 1821,57199.27,16,0.0008,99.726
1232,V1253,Summit Implant Solutions LLC 3060,56847.52,18,0.0008,99.7268
1233,V1537,Reliable General Supply Corp 1773,56768.41,18,0.0008,99.7276
1234,V0648,Summit Property Mgmt Ltd 0210,56763.39,16,0.0008,99.7284
1235,V2014,Allied Data Systems Group 2617,56580.6,10,0.0008,99.7291
1236,V2204,Heritage MedTech LLC 3098,56573.43,19,0.0008,99.7299
1237,V2384,Harbor Drug Supply LP 1242,56539.0,21,0.0008,99.7307
1238,V2340,Frontier Biologics Co 1848,56437.46,13,0.0008,99.7315
1239,V3286,Vanguard Consulting Group Inc 1632,56362.93,15,0.0008,99.7323
1240,V0778,Heritage Medical Devices Inc 1878,56009.91,12,0.0008,99.733
1241,V1367,Cardinal Implant Solutions Group 3189,55980.34,20,0.0008,99.7338
1242,V0852,Metro MedTech LLC 1907,55961.5,13,0.0008,99.7346
1243,V1549,Cornerstone Laboratory Supply Corp 2133,55806.19,19,0.0008,99.7354
1244,V0117,Precision Clinical Staffing Ltd 1389,55374.51,17,0.0008,99.7361
1245,V0484,Cascade Lab Solutions Corp 0311,55356.57,15,0.0008,99.7369
1246,V0828,Crescent Laboratory Supply Group 1280,55320.67,18,0.0008,99.7377
1247,V0410,Vertex Utility Services Group 1938,55291.75,13,0.0008,99.7384
1248,V3372,Paramount Biologics LLC 3261,55235.35,12,0.0008,99.7392
1249,V1206,Metro Pharmaceuticals Group 2309,54889.83,12,0.0008,99.7399
1250,V2686,Frontier Healthcare Staffing Holdings 1732,54850.36,28,0.0008,99.7407
1251,V1556,Paramount Staffing Group LP 1485,54698.97,16,0.0008,99.7415
1252,V2927,Metro Consulting Group Corp 2171,54661.52,19,0.0008,99.7422
1253,V0138,Sentinel Mechanical Group Co 1267,54562.78,16,0.0008,99.743
1254,V3104,Allied Workforce Solutions Holdings 2811,54461.57,15,0.0008,99.7437
1255,V0621,Lakeshore Locum Partners LLC 1537,54340.87,12,0.0008,99.7445
1256,V2217,Southpoint Medical Devices LLC 0052,53748.86,14,0.0007,99.7452
1257,V0005,Crescent Pharma Distribution Group 1654,53719.14,14,0.0007,99.746
1258,V0861,Highland Clinical Staffing Ltd 0486,53691.95,22,0.0007,99.7467
1259,V1965,Continental Clinical Staffing Co 0222,53635.89,17,0.0007,99.7474
1260,V0635,Beacon Drug Supply Inc 0242,53445.89,24,0.0007,99.7482
1261,V1867,Cornerstone Hospitality Group LP 3302,53064.1,19,0.0007,99.7489
1262,V1736,Regional Staffing Group LLC 2555,52703.03,15,0.0007,99.7497
1263,V0399,Summit Data Systems LP 2952,52627.23,13,0.0007,99.7504
1264,V2482,Horizon Clinical Reagents Inc 0692,52353.94,13,0.0007,99.7511
1265,V2028,Pinnacle Data Systems Corp 1419,52344.86,21,0.0007,99.7518
1266,V2944,Beacon Surgical Systems LP 0392,52254.88,19,0.0007,99.7525
1267,V1503,Frontier Technology Group LP 2763,52044.73,12,0.0007,99.7533
1268,V0386,Cornerstone Utility Services Group 1349,51907.64,9,0.0007,99.754
1269,V3334,Atlas Clinical Reagents Co 0512,51848.98,17,0.0007,99.7547
1270,V2822,Pinnacle Advisory Partners Holdings 0569,51821.39,24,0.0007,99.7554
1271,V2808,Continental Healthcare Staffing LP 2074,51398.38,21,0.0007,99.7561
1272,V2895,Integrated Water Authority Group 2249,51195.6,10,0.0007,99.7568
1273,V0563,Advanced General Supply Inc 1433,51152.45,22,0.0007,99.7575
1274,V0381,Riverside Facilities Services Corp 2461,51118.7,9,0.0007,99.7583
1275,V0815,Premier Diagnostics Holdings 1144,50848.87,17,0.0007,99.759
1276,V0653,Frontier Consulting Group LLC 1365,50837.47,15,0.0007,99.7597
1277,V2119,Atlas Medical Devices Group 1750,50776.96,13,0.0007,99.7604
1278,V2579,Keystone MedTech Holdings 0187,50316.94,11,0.0007,99.7611
1279,V1257,Metro Staffing Group Ltd 1649,50119.09,13,0.0007,99.7618
1280,V2423,Premier Staffing Group LLC 2028,50104.82,14,0.0007,99.7624
1281,V3185,Sentinel Pharmaceuticals Co 2102,49826.19,16,0.0007,99.7631
1282,V2509,Liberty Property Mgmt Inc 1142,49615.51,12,0.0007,99.7638
1283,V0622,Metro Property Mgmt Co 1619,49364.83,17,0.0007,99.7645
1284,V1758,Dominion Water Authority Ltd 0125,49216.8,13,0.0007,99.7652
1285,V1661,Lakeshore Medical Devices LLC 1688,49109.57,13,0.0007,99.7659
1286,V3230,Pinnacle Mechanical Group Inc 0438,48764.41,18,0.0007,99.7665
1287,V2982,Apex Diagnostics Supply LLC 2546,48744.92,23,0.0007,99.7672
1288,V1996,Advanced Clinical Staffing Co 3122,48264.7,10,0.0007,99.7679
1289,V0715,Keystone General Supply Corp 0652,48142.5,14,0.0007,99.7685
1290,V3401,Ironwood Drug Supply Co 1724,47766.59,21,0.0007,99.7692
1291,V0152,Crescent Office Supply Co 1167,47587.52,15,0.0007,99.7699
1292,V3431,Metro Property Mgmt Holdings 1817,47555.51,7,0.0007,99.7705
1293,V2403,Ironwood Staffing Group LLC 2245,47508.16,13,0.0007,99.7712
1294,V1687,Beacon Facilities Services Co 0934,47295.65,11,0.0007,99.7718
1295,V1360,Dominion Medical Devices Ltd 0815,47186.29,14,0.0007,99.7725
1296,V0221,Atlas Diagnostics Supply Ltd 3489,47184.22,16,0.0007,99.7731
1297,V0243,Harbor Diagnostics Supply Holdings 0435,46954.64,17,0.0006,99.7738
1298,V1076,Paramount BioSupply LP 2865,46825.44,20,0.0006,99.7744
1299,V0457,Metro Water Authority LP 3399,46654.61,20,0.0006,99.7751
1300,V1589,Precision Lab Solutions LP 0351,46372.21,19,0.0006,99.7757
1301,V0748,Pinnacle Data Systems LP 1149,46090.65,11,0.0006,99.7764
1302,V3203,Liberty Lodging Partners LP 2533,46042.1,16,0.0006,99.777
1303,V3421,Dominion Business Products Group 2844,45756.95,11,0.0006,99.7776
1304,V1685,Riverside Medical Devices Holdings 0910,45730.12,20,0.0006,99.7783
1305,V1333,Southpoint Environmental Svcs LP 1629,45600.57,23,0.0006,99.7789
1306,V3426,Bluegrass Mechanical Group LP 1322,45494.04,14,0.0006,99.7795
1307,V2804,Frontier Partners LLP LLC 2293,45240.57,14,0.0006,99.7801
1308,V2909,Coastal Conference Group Group 2405,45192.77,16,0.0006,99.7808
1309,V3131,Frontier Software Solutions Co 0518,44970.25,13,0.0006,99.7814
1310,V0199,Granite Diagnostics LP 0347,44905.03,15,0.0006,99.782
1311,V2978,Heritage Workforce Solutions LP 0444,44785.4,22,0.0006,99.7826
1312,V0320,Vertex Lodging Partners LLC 0246,44598.95,18,0.0006,99.7833
